stage,ethnicity,age_group,year,prevalence,lower,upper
K1,overall,71-80,2031,11.13,9.41,12.85
K2,overall,71-80,2031,14.25,13.0,15.49
K3a,overall,71-80,2031,7.16,7.05,7.28
K3b,overall,71-80,2031,7.27,6.99,7.55
K4,overall,71-80,2031,2.05,1.69,2.42
K5,overall,71-80,2031,1.44,0.8,2.07
K1,overall,80+,2031,10.82,9.02,12.61
K2,overall,80+,2031,18.81,16.94,20.68
K3a,overall,80+,2031,7.99,7.94,8.05
K3b,overall,80+,2031,10.37,10.07,10.68
K4,overall,80+,2031,2.85,2.58,3.13
K5,overall,80+,2031,1.28,0.74,1.82
K1,overall,Overall,2032,9.6,7.93,11.26
K2,overall,Overall,2032,5.85,5.34,6.36
K3a,overall,Overall,2032,2.39,2.35,2.43
K3b,overall,Overall,2032,2.05,1.95,2.15
K4,overall,Overall,2032,0.53,0.44,0.63
K5,overall,Overall,2032,0.34,0.18,0.49
K1,chn,Overall,2032,7.02,5.6,8.43
K2,chn,Overall,2032,6.25,5.58,6.93
K3a,chn,Overall,2032,3.17,3.12,3.23
K3b,chn,Overall,2032,2.75,2.64,2.86
K4,chn,Overall,2032,0.72,0.61,0.84
K5,chn,Overall,2032,0.38,0.21,0.55
K1,mal,Overall,2032,11.86,9.97,13.74
K2,mal,Overall,2032,4.9,4.64,5.17
K3a,mal,Overall,2032,1.5,1.45,1.54
K3b,mal,Overall,2032,1.48,1.38,1.58
K4,mal,Overall,2032,0.36,0.3,0.42
K5,mal,Overall,2032,0.21,0.11,0.31
K1,ind,Overall,2032,8.22,6.72,9.73
K2,ind,Overall,2032,8.67,7.67,9.68
K3a,ind,Overall,2032,3.73,3.7,3.76
K3b,ind,Overall,2032,2.45,2.34,2.57
K4,ind,Overall,2032,0.72,0.56,0.88
K5,ind,Overall,2032,0.66,0.35,0.98
K1,overall,18-30,2032,5.58,4.8,6.36
K2,overall,18-30,2032,0.53,0.45,0.6
K3a,overall,18-30,2032,0.04,0.04,0.05
K3b,overall,18-30,2032,0.0,0.0,0.0
K4,overall,18-30,2032,0.0,0.0,0.0
K5,overall,18-30,2032,0.0,0.0,0.0
K1,overall,31-40,2032,9.18,7.66,10.7
K2,overall,31-40,2032,1.37,1.27,1.47
K3a,overall,31-40,2032,0.12,0.13,0.12
K3b,overall,31-40,2032,0.01,0.01,0.01
K4,overall,31-40,2032,0.0,0.0,0.0
K5,overall,31-40,2032,0.0,0.0,0.0
K1,overall,41-50,2032,9.56,7.69,11.44
K2,overall,41-50,2032,2.35,2.16,2.55
K3a,overall,41-50,2032,0.46,0.44,0.48
K3b,overall,41-50,2032,0.09,0.07,0.11
K4,overall,41-50,2032,0.01,0.01,0.01
K5,overall,41-50,2032,0.01,0.0,0.01
K1,overall,51-60,2032,9.92,7.86,11.97
K2,overall,51-60,2032,4.69,4.23,5.15
K3a,overall,51-60,2032,1.69,1.61,1.78
K3b,overall,51-60,2032,0.66,0.58,0.75
K4,overall,51-60,2032,0.11,0.07,0.16
K5,overall,51-60,2032,0.05,0.02,0.09
K1,overall,61-70,2032,11.95,9.98,13.93
K2,overall,61-70,2032,9.98,9.08,10.88
K3a,overall,61-70,2032,4.42,4.3,4.54
K3b,overall,61-70,2032,3.06,2.78,3.33
K4,overall,61-70,2032,0.7,0.5,0.91
K5,overall,61-70,2032,0.5,0.23,0.78
K1,overall,71-80,2032,11.27,9.54,13.01
K2,overall,71-80,2032,14.49,13.24,15.74
K3a,overall,71-80,2032,7.21,7.12,7.3
K3b,overall,71-80,2032,7.37,7.08,7.67
K4,overall,71-80,2032,2.07,1.71,2.43
K5,overall,71-80,2032,1.46,0.81,2.12
K1,overall,80+,2032,10.99,9.13,12.84
K2,overall,80+,2032,19.03,17.18,20.88
K3a,overall,80+,2032,7.96,7.89,8.02
K3b,overall,80+,2032,10.34,10.01,10.66
K4,overall,80+,2032,2.87,2.57,3.17
K5,overall,80+,2032,1.28,0.76,1.8
K1,overall,Overall,2033,9.95,8.25,11.65
K2,overall,Overall,2033,6.1,5.58,6.63
K3a,overall,Overall,2033,2.44,2.4,2.49
K3b,overall,Overall,2033,2.11,2.01,2.21
K4,overall,Overall,2033,0.55,0.45,0.66
K5,overall,Overall,2033,0.34,0.19,0.5
K1,chn,Overall,2033,7.26,5.82,8.69
K2,chn,Overall,2033,6.52,5.84,7.21
K3a,chn,Overall,2033,3.24,3.18,3.3
K3b,chn,Overall,2033,2.84,2.73,2.95
K4,chn,Overall,2033,0.76,0.63,0.89
K5,chn,Overall,2033,0.39,0.22,0.56
K1,mal,Overall,2033,12.3,10.37,14.24
K2,mal,Overall,2033,5.11,4.83,5.39
K3a,mal,Overall,2033,1.54,1.5,1.58
K3b,mal,Overall,2033,1.53,1.43,1.62
K4,mal,Overall,2033,0.37,0.3,0.44
K5,mal,Overall,2033,0.22,0.12,0.32
K1,ind,Overall,2033,8.52,7.0,10.03
K2,ind,Overall,2033,9.04,8.01,10.08
K3a,ind,Overall,2033,3.82,3.79,3.86
K3b,ind,Overall,2033,2.53,2.41,2.65
K4,ind,Overall,2033,0.75,0.59,0.92
K5,ind,Overall,2033,0.68,0.37,0.99
K1,overall,18-30,2033,5.69,4.9,6.49
K2,overall,18-30,2033,0.53,0.46,0.6
K3a,overall,18-30,2033,0.05,0.05,0.05
K3b,overall,18-30,2033,0.0,0.0,0.0
K4,overall,18-30,2033,0.0,0.0,0.0
K5,overall,18-30,2033,0.0,0.0,0.0
K1,overall,31-40,2033,9.74,8.17,11.31
K2,overall,31-40,2033,1.46,1.35,1.58
K3a,overall,31-40,2033,0.13,0.13,0.13
K3b,overall,31-40,2033,0.01,0.01,0.01
K4,overall,31-40,2033,0.0,0.0,0.0
K5,overall,31-40,2033,0.0,0.0,0.0
K1,overall,41-50,2033,10.14,8.22,12.07
K2,overall,41-50,2033,2.53,2.31,2.75
K3a,overall,41-50,2033,0.46,0.44,0.48
K3b,overall,41-50,2033,0.1,0.08,0.11
K4,overall,41-50,2033,0.01,0.01,0.02
K5,overall,41-50,2033,0.0,0.0,0.01
K1,overall,51-60,2033,10.33,8.26,12.39
K2,overall,51-60,2033,4.88,4.42,5.34
K3a,overall,51-60,2033,1.72,1.63,1.81
K3b,overall,51-60,2033,0.68,0.6,0.77
K4,overall,51-60,2033,0.12,0.07,0.17
K5,overall,51-60,2033,0.06,0.02,0.1
K1,overall,61-70,2033,12.25,10.27,14.23
K2,overall,61-70,2033,10.21,9.31,11.1
K3a,overall,61-70,2033,4.41,4.29,4.52
K3b,overall,61-70,2033,3.02,2.76,3.29
K4,overall,61-70,2033,0.72,0.5,0.95
K5,overall,61-70,2033,0.5,0.21,0.79
K1,overall,71-80,2033,11.38,9.58,13.18
K2,overall,71-80,2033,14.78,13.53,16.03
K3a,overall,71-80,2033,7.27,7.14,7.4
K3b,overall,71-80,2033,7.48,7.16,7.79
K4,overall,71-80,2033,2.09,1.75,2.43
K5,overall,71-80,2033,1.48,0.85,2.12
K1,overall,80+,2033,11.14,9.32,12.95
K2,overall,80+,2033,19.3,17.34,21.27
K3a,overall,80+,2033,7.97,7.94,8.0
K3b,overall,80+,2033,10.36,10.1,10.63
K4,overall,80+,2033,2.88,2.53,3.23
K5,overall,80+,2033,1.21,0.77,1.66
K1,overall,Overall,2034,10.3,8.57,12.03
K2,overall,Overall,2034,6.34,5.8,6.88
K3a,overall,Overall,2034,2.5,2.46,2.55
K3b,overall,Overall,2034,2.17,2.06,2.28
K4,overall,Overall,2034,0.58,0.48,0.68
K5,overall,Overall,2034,0.36,0.19,0.52
K1,chn,Overall,2034,7.48,6.02,8.94
K2,chn,Overall,2034,6.76,6.06,7.47
K3a,chn,Overall,2034,3.32,3.27,3.38
K3b,chn,Overall,2034,2.91,2.79,3.04
K4,chn,Overall,2034,0.8,0.68,0.92
K5,chn,Overall,2034,0.41,0.23,0.6
K1,mal,Overall,2034,12.74,10.78,14.7
K2,mal,Overall,2034,5.33,5.03,5.62
K3a,mal,Overall,2034,1.57,1.52,1.63
K3b,mal,Overall,2034,1.56,1.47,1.65
K4,mal,Overall,2034,0.39,0.32,0.46
K5,mal,Overall,2034,0.22,0.12,0.33
K1,ind,Overall,2034,8.77,7.23,10.31
K2,ind,Overall,2034,9.39,8.37,10.42
K3a,ind,Overall,2034,3.89,3.89,3.9
K3b,ind,Overall,2034,2.64,2.52,2.76
K4,ind,Overall,2034,0.79,0.6,0.97
K5,ind,Overall,2034,0.72,0.39,1.06
K1,overall,18-30,2034,5.76,4.96,6.56
K2,overall,18-30,2034,0.54,0.48,0.61
K3a,overall,18-30,2034,0.05,0.05,0.05
K3b,overall,18-30,2034,0.0,0.0,0.0
K4,overall,18-30,2034,0.0,0.0,0.0
K5,overall,18-30,2034,0.0,0.0,0.0
K1,overall,31-40,2034,10.29,8.69,11.89
K2,overall,31-40,2034,1.53,1.41,1.65
K3a,overall,31-40,2034,0.13,0.13,0.13
K3b,overall,31-40,2034,0.01,0.01,0.01
K4,overall,31-40,2034,0.0,0.0,0.0
K5,overall,31-40,2034,0.0,0.0,0.0
K1,overall,41-50,2034,10.72,8.71,12.73
K2,overall,41-50,2034,2.7,2.47,2.94
K3a,overall,41-50,2034,0.47,0.46,0.49
K3b,overall,41-50,2034,0.1,0.08,0.12
K4,overall,41-50,2034,0.01,0.01,0.02
K5,overall,41-50,2034,0.0,0.0,0.01
K1,overall,51-60,2034,10.78,8.69,12.87
K2,overall,51-60,2034,5.05,4.59,5.5
K3a,overall,51-60,2034,1.73,1.63,1.83
K3b,overall,51-60,2034,0.69,0.6,0.79
K4,overall,51-60,2034,0.13,0.08,0.18
K5,overall,51-60,2034,0.06,0.02,0.1
K1,overall,61-70,2034,12.46,10.45,14.47
K2,overall,61-70,2034,10.4,9.53,11.27
K3a,overall,61-70,2034,4.44,4.31,4.57
K3b,overall,61-70,2034,3.01,2.75,3.27
K4,overall,61-70,2034,0.72,0.51,0.93
K5,overall,61-70,2034,0.51,0.22,0.8
K1,overall,71-80,2034,11.51,9.69,13.32
K2,overall,71-80,2034,15.02,13.75,16.3
K3a,overall,71-80,2034,7.33,7.23,7.43
K3b,overall,71-80,2034,7.55,7.24,7.86
K4,overall,71-80,2034,2.14,1.8,2.49
K5,overall,71-80,2034,1.54,0.86,2.22
K1,overall,80+,2034,11.27,9.44,13.1
K2,overall,80+,2034,19.57,17.56,21.57
K3a,overall,80+,2034,7.94,7.87,8.01
K3b,overall,80+,2034,10.29,9.93,10.64
K4,overall,80+,2034,2.94,2.62,3.26
K5,overall,80+,2034,1.2,0.76,1.63
K1,overall,Overall,2035,10.64,8.88,12.4
K2,overall,Overall,2035,6.59,6.04,7.13
K3a,overall,Overall,2035,2.55,2.51,2.59
K3b,overall,Overall,2035,2.23,2.13,2.33
K4,overall,Overall,2035,0.6,0.5,0.7
K5,overall,Overall,2035,0.37,0.2,0.55
K1,chn,Overall,2035,7.7,6.21,9.19
K2,chn,Overall,2035,7.02,6.31,7.73
K3a,chn,Overall,2035,3.39,3.33,3.44
K3b,chn,Overall,2035,3.01,2.88,3.14
K4,chn,Overall,2035,0.83,0.7,0.95
K5,chn,Overall,2035,0.43,0.24,0.62
K1,mal,Overall,2035,13.18,11.19,15.18
K2,mal,Overall,2035,5.54,5.24,5.84
K3a,mal,Overall,2035,1.6,1.56,1.64
K3b,mal,Overall,2035,1.58,1.5,1.67
K4,mal,Overall,2035,0.4,0.33,0.47
K5,mal,Overall,2035,0.23,0.12,0.34
K1,ind,Overall,2035,9.03,7.48,10.59
K2,ind,Overall,2035,9.73,8.71,10.75
K3a,ind,Overall,2035,3.99,3.97,4.0
K3b,ind,Overall,2035,2.71,2.59,2.83
K4,ind,Overall,2035,0.82,0.64,1.0
K5,ind,Overall,2035,0.76,0.4,1.13
K1,overall,18-30,2035,5.86,5.08,6.64
K2,overall,18-30,2035,0.55,0.48,0.62
K3a,overall,18-30,2035,0.05,0.05,0.05
K3b,overall,18-30,2035,0.0,0.0,0.0
K4,overall,18-30,2035,0.0,0.0,0.0
K5,overall,18-30,2035,0.0,0.0,0.0
K1,overall,31-40,2035,10.79,9.14,12.44
K2,overall,31-40,2035,1.62,1.51,1.73
K3a,overall,31-40,2035,0.13,0.13,0.13
K3b,overall,31-40,2035,0.01,0.01,0.01
K4,overall,31-40,2035,0.0,0.0,0.0
K5,overall,31-40,2035,0.0,0.0,0.0
K1,overall,41-50,2035,11.27,9.24,13.31
K2,overall,41-50,2035,2.86,2.63,3.09
K3a,overall,41-50,2035,0.5,0.48,0.51
K3b,overall,41-50,2035,0.1,0.09,0.12
K4,overall,41-50,2035,0.01,0.01,0.02
K5,overall,41-50,2035,0.0,0.0,0.01
K1,overall,51-60,2035,11.22,9.08,13.36
K2,overall,51-60,2035,5.27,4.8,5.74
K3a,overall,51-60,2035,1.72,1.61,1.84
K3b,overall,51-60,2035,0.71,0.61,0.8
K4,overall,51-60,2035,0.13,0.08,0.18
K5,overall,51-60,2035,0.06,0.03,0.1
K1,overall,61-70,2035,12.73,10.68,14.78
K2,overall,61-70,2035,10.59,9.74,11.43
K3a,overall,61-70,2035,4.45,4.31,4.59
K3b,overall,61-70,2035,3.03,2.76,3.29
K4,overall,61-70,2035,0.71,0.52,0.91
K5,overall,61-70,2035,0.53,0.23,0.83
K1,overall,71-80,2035,11.66,9.82,13.49
K2,overall,71-80,2035,15.27,13.97,16.57
K3a,overall,71-80,2035,7.34,7.26,7.42
K3b,overall,71-80,2035,7.56,7.28,7.85
K4,overall,71-80,2035,2.19,1.82,2.55
K5,overall,71-80,2035,1.55,0.87,2.23
K1,overall,80+,2035,11.41,9.59,13.22
K2,overall,80+,2035,19.88,17.89,21.88
K3a,overall,80+,2035,7.96,7.94,7.98
K3b,overall,80+,2035,10.33,9.98,10.67
K4,overall,80+,2035,2.95,2.62,3.28
K5,overall,80+,2035,1.26,0.76,1.76
K1,overall,Overall,2036,10.95,9.17,12.74
K2,overall,Overall,2036,6.83,6.27,7.38
K3a,overall,Overall,2036,2.6,2.55,2.65
K3b,overall,Overall,2036,2.29,2.19,2.4
K4,overall,Overall,2036,0.62,0.51,0.72
K5,overall,Overall,2036,0.38,0.21,0.56
K1,chn,Overall,2036,7.91,6.4,9.43
K2,chn,Overall,2036,7.26,6.53,8.0
K3a,chn,Overall,2036,3.47,3.41,3.53
K3b,chn,Overall,2036,3.09,2.96,3.22
K4,chn,Overall,2036,0.85,0.72,0.98
K5,chn,Overall,2036,0.45,0.25,0.64
K1,mal,Overall,2036,13.59,11.57,15.61
K2,mal,Overall,2036,5.75,5.44,6.06
K3a,mal,Overall,2036,1.63,1.58,1.68
K3b,mal,Overall,2036,1.63,1.54,1.71
K4,mal,Overall,2036,0.41,0.33,0.48
K5,mal,Overall,2036,0.23,0.13,0.34
K1,ind,Overall,2036,9.26,7.69,10.82
K2,ind,Overall,2036,10.09,9.07,11.11
K3a,ind,Overall,2036,4.08,4.06,4.1
K3b,ind,Overall,2036,2.78,2.63,2.93
K4,ind,Overall,2036,0.85,0.68,1.02
K5,ind,Overall,2036,0.77,0.42,1.13
K1,overall,18-30,2036,5.91,5.11,6.72
K2,overall,18-30,2036,0.55,0.5,0.61
K3a,overall,18-30,2036,0.05,0.05,0.04
K3b,overall,18-30,2036,0.0,0.0,0.0
K4,overall,18-30,2036,0.0,0.0,0.0
K5,overall,18-30,2036,0.0,0.0,0.0
K1,overall,31-40,2036,11.25,9.58,12.92
K2,overall,31-40,2036,1.73,1.62,1.84
K3a,overall,31-40,2036,0.14,0.14,0.14
K3b,overall,31-40,2036,0.01,0.01,0.01
K4,overall,31-40,2036,0.0,0.0,0.0
K5,overall,31-40,2036,0.0,0.0,0.0
K1,overall,41-50,2036,11.79,9.74,13.84
K2,overall,41-50,2036,3.03,2.79,3.27
K3a,overall,41-50,2036,0.5,0.48,0.52
K3b,overall,41-50,2036,0.11,0.09,0.13
K4,overall,41-50,2036,0.01,0.01,0.02
K5,overall,41-50,2036,0.0,0.0,0.0
K1,overall,51-60,2036,11.68,9.45,13.9
K2,overall,51-60,2036,5.49,4.98,5.99
K3a,overall,51-60,2036,1.77,1.64,1.89
K3b,overall,51-60,2036,0.72,0.63,0.81
K4,overall,51-60,2036,0.13,0.08,0.19
K5,overall,51-60,2036,0.07,0.03,0.1
K1,overall,61-70,2036,13.0,10.96,15.05
K2,overall,61-70,2036,10.77,9.93,11.61
K3a,overall,61-70,2036,4.48,4.34,4.62
K3b,overall,61-70,2036,3.03,2.78,3.29
K4,overall,61-70,2036,0.73,0.53,0.92
K5,overall,61-70,2036,0.53,0.24,0.83
K1,overall,71-80,2036,11.78,9.93,13.63
K2,overall,71-80,2036,15.54,14.24,16.85
K3a,overall,71-80,2036,7.38,7.27,7.49
K3b,overall,71-80,2036,7.65,7.33,7.96
K4,overall,71-80,2036,2.17,1.83,2.52
K5,overall,71-80,2036,1.57,0.9,2.24
K1,overall,80+,2036,11.48,9.69,13.26
K2,overall,80+,2036,20.16,18.17,22.16
K3a,overall,80+,2036,8.0,7.99,8.01
K3b,overall,80+,2036,10.4,10.03,10.76
K4,overall,80+,2036,2.98,2.62,3.35
K5,overall,80+,2036,1.24,0.74,1.74
K1,overall,Overall,2037,11.25,9.44,13.05
K2,overall,Overall,2037,7.06,6.49,7.63
K3a,overall,Overall,2037,2.65,2.6,2.7
K3b,overall,Overall,2037,2.36,2.25,2.47
K4,overall,Overall,2037,0.64,0.53,0.75
K5,overall,Overall,2037,0.4,0.22,0.57
K1,chn,Overall,2037,8.09,6.55,9.63
K2,chn,Overall,2037,7.52,6.77,8.27
K3a,chn,Overall,2037,3.53,3.47,3.58
K3b,chn,Overall,2037,3.18,3.05,3.31
K4,chn,Overall,2037,0.88,0.74,1.02
K5,chn,Overall,2037,0.47,0.27,0.67
K1,mal,Overall,2037,13.99,11.95,16.03
K2,mal,Overall,2037,5.94,5.62,6.27
K3a,mal,Overall,2037,1.67,1.62,1.72
K3b,mal,Overall,2037,1.67,1.58,1.76
K4,mal,Overall,2037,0.41,0.34,0.48
K5,mal,Overall,2037,0.24,0.13,0.35
K1,ind,Overall,2037,9.45,7.84,11.06
K2,ind,Overall,2037,10.42,9.39,11.46
K3a,ind,Overall,2037,4.1,4.09,4.12
K3b,ind,Overall,2037,2.86,2.69,3.02
K4,ind,Overall,2037,0.89,0.73,1.06
K5,ind,Overall,2037,0.81,0.47,1.16
K1,overall,18-30,2037,5.96,5.17,6.76
K2,overall,18-30,2037,0.56,0.51,0.61
K3a,overall,18-30,2037,0.04,0.05,0.04
K3b,overall,18-30,2037,0.0,0.0,0.0
K4,overall,18-30,2037,0.0,0.0,0.0
K5,overall,18-30,2037,0.0,0.0,0.0
K1,overall,31-40,2037,11.64,9.94,13.34
K2,overall,31-40,2037,1.81,1.69,1.94
K3a,overall,31-40,2037,0.14,0.14,0.15
K3b,overall,31-40,2037,0.01,0.01,0.01
K4,overall,31-40,2037,0.0,0.0,0.0
K5,overall,31-40,2037,0.0,0.0,0.0
K1,overall,41-50,2037,12.29,10.15,14.43
K2,overall,41-50,2037,3.19,2.96,3.42
K3a,overall,41-50,2037,0.52,0.51,0.53
K3b,overall,41-50,2037,0.12,0.1,0.14
K4,overall,41-50,2037,0.01,0.01,0.02
K5,overall,41-50,2037,0.01,0.0,0.01
K1,overall,51-60,2037,12.1,9.88,14.31
K2,overall,51-60,2037,5.73,5.19,6.26
K3a,overall,51-60,2037,1.78,1.65,1.91
K3b,overall,51-60,2037,0.74,0.64,0.84
K4,overall,51-60,2037,0.14,0.08,0.19
K5,overall,51-60,2037,0.08,0.03,0.12
K1,overall,61-70,2037,13.24,11.16,15.31
K2,overall,61-70,2037,10.99,10.17,11.81
K3a,overall,61-70,2037,4.5,4.38,4.63
K3b,overall,61-70,2037,3.07,2.81,3.32
K4,overall,61-70,2037,0.75,0.54,0.95
K5,overall,61-70,2037,0.55,0.25,0.85
K1,overall,71-80,2037,11.97,10.13,13.8
K2,overall,71-80,2037,15.77,14.42,17.13
K3a,overall,71-80,2037,7.38,7.27,7.49
K3b,overall,71-80,2037,7.73,7.41,8.04
K4,overall,71-80,2037,2.19,1.85,2.54
K5,overall,71-80,2037,1.6,0.93,2.27
K1,overall,80+,2037,11.53,9.69,13.38
K2,overall,80+,2037,20.37,18.4,22.35
K3a,overall,80+,2037,8.06,8.02,8.09
K3b,overall,80+,2037,10.37,10.01,10.73
K4,overall,80+,2037,2.98,2.6,3.37
K5,overall,80+,2037,1.24,0.78,1.71
K1,overall,Overall,2038,11.51,9.69,13.34
K2,overall,Overall,2038,7.3,6.72,7.88
K3a,overall,Overall,2038,2.7,2.64,2.75
K3b,overall,Overall,2038,2.41,2.31,2.52
K4,overall,Overall,2038,0.65,0.54,0.77
K5,overall,Overall,2038,0.41,0.23,0.59
K1,chn,Overall,2038,8.25,6.7,9.8
K2,chn,Overall,2038,7.78,7.01,8.54
K3a,chn,Overall,2038,3.6,3.53,3.66
K3b,chn,Overall,2038,3.27,3.14,3.39
K4,chn,Overall,2038,0.91,0.76,1.05
K5,chn,Overall,2038,0.48,0.28,0.68
K1,mal,Overall,2038,14.34,12.28,16.41
K2,mal,Overall,2038,6.15,5.82,6.47
K3a,mal,Overall,2038,1.69,1.63,1.75
K3b,mal,Overall,2038,1.71,1.62,1.8
K4,mal,Overall,2038,0.43,0.35,0.5
K5,mal,Overall,2038,0.24,0.13,0.35
K1,ind,Overall,2038,9.64,8.03,11.24
K2,ind,Overall,2038,10.74,9.69,11.8
K3a,ind,Overall,2038,4.14,4.13,4.15
K3b,ind,Overall,2038,2.92,2.76,3.07
K4,ind,Overall,2038,0.9,0.71,1.09
K5,ind,Overall,2038,0.84,0.5,1.18
K1,overall,18-30,2038,5.98,5.2,6.75
K2,overall,18-30,2038,0.56,0.51,0.61
K3a,overall,18-30,2038,0.05,0.05,0.05
K3b,overall,18-30,2038,0.0,0.0,0.0
K4,overall,18-30,2038,0.0,0.0,0.0
K5,overall,18-30,2038,0.0,0.0,0.0
K1,overall,31-40,2038,12.01,10.25,13.78
K2,overall,31-40,2038,1.89,1.75,2.03
K3a,overall,31-40,2038,0.14,0.14,0.14
K3b,overall,31-40,2038,0.01,0.01,0.01
K4,overall,31-40,2038,0.0,0.0,0.0
K5,overall,31-40,2038,0.0,0.0,0.0
K1,overall,41-50,2038,12.75,10.57,14.92
K2,overall,41-50,2038,3.39,3.17,3.61
K3a,overall,41-50,2038,0.52,0.51,0.54
K3b,overall,41-50,2038,0.13,0.11,0.14
K4,overall,41-50,2038,0.02,0.01,0.02
K5,overall,41-50,2038,0.01,0.0,0.01
K1,overall,51-60,2038,12.47,10.19,14.75
K2,overall,51-60,2038,5.98,5.46,6.51
K3a,overall,51-60,2038,1.82,1.7,1.95
K3b,overall,51-60,2038,0.77,0.67,0.87
K4,overall,51-60,2038,0.14,0.09,0.2
K5,overall,51-60,2038,0.08,0.03,0.13
K1,overall,61-70,2038,13.45,11.37,15.52
K2,overall,61-70,2038,11.2,10.4,12.01
K3a,overall,61-70,2038,4.55,4.39,4.7
K3b,overall,61-70,2038,3.11,2.87,3.36
K4,overall,61-70,2038,0.76,0.55,0.97
K5,overall,61-70,2038,0.56,0.26,0.85
K1,overall,71-80,2038,12.19,10.37,14.0
K2,overall,71-80,2038,16.01,14.62,17.4
K3a,overall,71-80,2038,7.38,7.27,7.49
K3b,overall,71-80,2038,7.75,7.45,8.04
K4,overall,71-80,2038,2.23,1.85,2.61
K5,overall,71-80,2038,1.62,0.94,2.3
K1,overall,80+,2038,11.61,9.78,13.44
K2,overall,80+,2038,20.59,18.58,22.59
K3a,overall,80+,2038,8.07,8.03,8.11
K3b,overall,80+,2038,10.4,10.03,10.77
K4,overall,80+,2038,2.95,2.63,3.28
K5,overall,80+,2038,1.28,0.82,1.75
K1,overall,Overall,2039,11.79,9.94,13.64
K2,overall,Overall,2039,7.53,6.94,8.12
K3a,overall,Overall,2039,2.76,2.71,2.81
K3b,overall,Overall,2039,2.47,2.35,2.58
K4,overall,Overall,2039,0.68,0.56,0.79
K5,overall,Overall,2039,0.42,0.24,0.6
K1,chn,Overall,2039,8.44,6.86,10.01
K2,chn,Overall,2039,8.0,7.22,8.79
K3a,chn,Overall,2039,3.69,3.64,3.74
K3b,chn,Overall,2039,3.33,3.2,3.46
K4,chn,Overall,2039,0.94,0.79,1.1
K5,chn,Overall,2039,0.5,0.29,0.7
K1,mal,Overall,2039,14.71,12.63,16.8
K2,mal,Overall,2039,6.36,6.03,6.69
K3a,mal,Overall,2039,1.71,1.65,1.76
K3b,mal,Overall,2039,1.75,1.66,1.84
K4,mal,Overall,2039,0.44,0.37,0.51
K5,mal,Overall,2039,0.24,0.13,0.35
K1,ind,Overall,2039,9.85,8.21,11.48
K2,ind,Overall,2039,11.01,9.95,12.07
K3a,ind,Overall,2039,4.25,4.23,4.28
K3b,ind,Overall,2039,2.99,2.81,3.16
K4,ind,Overall,2039,0.92,0.71,1.12
K5,ind,Overall,2039,0.86,0.53,1.2
K1,overall,18-30,2039,6.02,5.24,6.8
K2,overall,18-30,2039,0.57,0.52,0.61
K3a,overall,18-30,2039,0.04,0.04,0.04
K3b,overall,18-30,2039,0.0,0.0,0.0
K4,overall,18-30,2039,0.0,0.0,0.0
K5,overall,18-30,2039,0.0,0.0,0.0
K1,overall,31-40,2039,12.29,10.5,14.08
K2,overall,31-40,2039,1.93,1.78,2.08
K3a,overall,31-40,2039,0.14,0.14,0.15
K3b,overall,31-40,2039,0.01,0.01,0.01
K4,overall,31-40,2039,0.0,0.0,0.0
K5,overall,31-40,2039,0.0,0.0,0.0
K1,overall,41-50,2039,13.24,11.02,15.46
K2,overall,41-50,2039,3.57,3.34,3.79
K3a,overall,41-50,2039,0.54,0.53,0.56
K3b,overall,41-50,2039,0.13,0.11,0.15
K4,overall,41-50,2039,0.02,0.01,0.03
K5,overall,41-50,2039,0.01,0.0,0.01
K1,overall,51-60,2039,12.92,10.61,15.24
K2,overall,51-60,2039,6.21,5.67,6.74
K3a,overall,51-60,2039,1.85,1.74,1.97
K3b,overall,51-60,2039,0.79,0.68,0.9
K4,overall,51-60,2039,0.15,0.1,0.2
K5,overall,51-60,2039,0.09,0.04,0.13
K1,overall,61-70,2039,13.67,11.59,15.75
K2,overall,61-70,2039,11.39,10.58,12.19
K3a,overall,61-70,2039,4.62,4.45,4.79
K3b,overall,61-70,2039,3.16,2.9,3.43
K4,overall,61-70,2039,0.78,0.59,0.97
K5,overall,61-70,2039,0.56,0.27,0.85
K1,overall,71-80,2039,12.35,10.52,14.19
K2,overall,71-80,2039,16.27,14.93,17.62
K3a,overall,71-80,2039,7.38,7.31,7.45
K3b,overall,71-80,2039,7.75,7.43,8.08
K4,overall,71-80,2039,2.27,1.86,2.67
K5,overall,71-80,2039,1.65,0.96,2.33
K1,overall,80+,2039,11.68,9.88,13.49
K2,overall,80+,2039,20.84,18.73,22.95
K3a,overall,80+,2039,8.19,8.14,8.24
K3b,overall,80+,2039,10.42,10.1,10.73
K4,overall,80+,2039,2.98,2.63,3.32
K5,overall,80+,2039,1.28,0.8,1.76
K1,overall,Overall,2040,12.05,10.18,13.92
K2,overall,Overall,2040,7.76,7.17,8.36
K3a,overall,Overall,2040,2.81,2.77,2.85
K3b,overall,Overall,2040,2.52,2.4,2.63
K4,overall,Overall,2040,0.7,0.58,0.81
K5,overall,Overall,2040,0.44,0.25,0.62
K1,chn,Overall,2040,8.6,7.01,10.19
K2,chn,Overall,2040,8.25,7.45,9.05
K3a,chn,Overall,2040,3.77,3.75,3.79
K3b,chn,Overall,2040,3.41,3.27,3.55
K4,chn,Overall,2040,0.96,0.81,1.11
K5,chn,Overall,2040,0.52,0.31,0.74
K1,mal,Overall,2040,15.06,12.94,17.17
